item_id,title,category,subcategory,price,currency,tags,description,brand,target_gender,age_group_label,age_min,age_max,rating,stock,created_at
100104,Deluxe Coffee Beans,Food & Beverages,Coffee Beans,725.88,INR,"coffee_beans,food_&_beverages,travel,custom,office","Give the Deluxe Coffee Beans as a thoughtful gift — high-quality, well-designed and ideal for girls.",ShineCraft,girls,teen,13,19,3.94,195,2025-10-17
100105,Minimal Ring,Jewelry,Ring,2380.59,INR,"ring,jewelry,luxury,valentine,budget",HandyGifts presents the Minimal Ring. Perfect for birthdays and special occasions. Compact and easy to carry.,HandyGifts,girls,child,3,12,4.37,211,2025-06-27
100106,Luxury Coffee Beans,Food & Beverages,Coffee Beans,2319.61,INR,"coffee_beans,food_&_beverages,for-him,birthday,travel",Luxury Coffee Beans is crafted with care by ThermoCo. A delightful present for young_adult who loves coffee beans.,ThermoCo,girls,young_adult,20,35,3.77,34,2025-02-27
100107,Luxury Travel Mug,Home & Kitchen,Travel Mug,340.4,INR,"travel_mug,home_&_kitchen,custom,handmade,for-her","Give the Luxury Travel Mug as a thoughtful gift — high-quality, well-designed and ideal for unisex.",ThermoCo,unisex,young_adult,20,35,4.39,343,2025-02-14
100108,Luxury Cap,Fashion Accessories,Cap,1333.31,INR,"cap,fashion_accessories,for-her,birthday,handmade",HomeSoul presents the Luxury Cap. Perfect for birthdays and special occasions. Compact and easy to carry.,HomeSoul,unisex,senior,61,100,3.54,79,2025-11-16
100109,Slim Leather Journal,Stationery,Leather Journal,569.62,INR,"leather_journal,stationery,budget,valentine,office","Slim Leather Journal by PeakActive. A great gift for girls in the young_adult age group. Practical, stylish and long-lasting.",PeakActive,girls,young_adult,20,35,3.74,311,2025-11-27
100110,Classic Mini Garden Kit,Gardening & Decor,Mini Garden Kit,1925.91,INR,"mini_garden_kit,gardening_&_decor,for-kids,birthday,gift",CalmScents presents the Classic Mini Garden Kit. Perfect for birthdays and special occasions. Compact and easy to carry.,CalmScents,girls,young_adult,20,35,4.32,445,2025-03-19
100111,Deluxe Bath Bombs,Beauty & Personal Care,Bath Bombs,71.56,INR,"bath_bombs,beauty_&_personal_care,travel,luxury,office",Deluxe Bath Bombs is crafted with care by SoundX. A delightful present for child who loves bath bombs.,SoundX,unisex,child,3,12,4.88,232,2025-06-06
100112,Comfort Sunglasses,Fashion Accessories,Sunglasses,668.17,INR,"sunglasses,fashion_accessories,custom,eco,anniversary","Comfort Sunglasses by StoryNest. A great gift for unisex in the child age group. Practical, stylish and long-lasting.",StoryNest,unisex,child,3,12,4.53,345,2025-02-09
100113,Vibrant Coffee Beans,Food & Beverages,Coffee Beans,945.02,INR,"coffee_beans,food_&_beverages,luxury,portable,eco",Vibrant Coffee Beans is crafted with care by HandyGifts. A delightful present for young_adult who loves coffee beans.,HandyGifts,girls,young_adult,20,35,4.03,56,2025-05-22
100114,Vibrant Hairbrush,Beauty & Personal Care,Hairbrush,835.85,INR,"hairbrush,beauty_&_personal_care,budget,anniversary,for-her","Vibrant Hairbrush by GlowUp. A great gift for unisex in the child age group. Practical, stylish and long-lasting.",GlowUp,unisex,child,3,12,3.52,3,2025-04-10
100115,Modern Notebooks,Stationery,Notebooks,243.29,INR,"notebooks,stationery,office,valentine,travel",ChocoDelight presents the Modern Notebooks. Perfect for birthdays and special occasions. Compact and easy to carry.,ChocoDelight,girls,child,3,12,4.69,194,2025-09-23
100116,Smart Sticky Notes,Stationery,Sticky Notes,1160.16,INR,"sticky_notes,stationery,valentine,gift,budget","Smart Sticky Notes by TeaTime. A great gift for boys in the child age group. Practical, stylish and long-lasting.",TeaTime,boys,child,3,12,4.15,441,2025-06-19
100117,Portable Educational Toy,Toys & Games,Educational Toy,1711.23,INR,"educational_toy,toys_&_games,gift,for-kids,travel",Portable Educational Toy is crafted with care by FrameArt. A delightful present for adult who loves educational toy.,FrameArt,girls,adult,36,60,4.13,425,2025-06-03
100118,Elegant Puzzle,Toys & Games,Puzzle,501.27,INR,"puzzle,toys_&_games,travel,anniversary,valentine","Give the Elegant Puzzle as a thoughtful gift — high-quality, well-designed and ideal for unisex.",FrameArt,unisex,senior,61,100,4.72,381,2025-06-08
100119,Deluxe Wallet,Fashion Accessories,Wallet,734.8,INR,"wallet,fashion_accessories,home,luxury,festival","Give the Deluxe Wallet as a thoughtful gift — high-quality, well-designed and ideal for unisex.",GlowUp,unisex,senior,61,100,4.0,179,2025-11-27
100120,Compact Name Necklace,Personalized Gifts,Name Necklace,847.39,INR,"name_necklace,personalized_gifts,custom,travel,office",Compact Name Necklace is crafted with care by SoundX. A delightful present for teen who loves name necklace.,SoundX,girls,teen,13,19,4.12,237,2025-10-25
100121,Colorful Cookbook,Books,Cookbook,288.74,INR,"cookbook,books,custom,festival,handmade",Colorful Cookbook is crafted with care by HandyGifts. A delightful present for young_adult who loves cookbook.,HandyGifts,girls,young_adult,20,35,4.09,226,2025-11-10
100122,Premium Pendant,Jewelry,Pendant,329.66,INR,"pendant,jewelry,festival,home,gift","Premium Pendant by TeaTime. A great gift for unisex in the young_adult age group. Practical, stylish and long-lasting.",TeaTime,unisex,young_adult,20,35,4.08,188,2025-05-03
100123,Artisan Skincare Set,Beauty & Personal Care,Skincare Set,50.0,INR,"skincare_set,beauty_&_personal_care,handmade,festival,office",HandyGifts presents the Artisan Skincare Set. Perfect for birthdays and special occasions. Compact and easy to carry.,HandyGifts,unisex,adult,36,60,3.57,164,2025-10-16
100124,Premium Dumbbell Set,Fitness & Sports,Dumbbell Set,438.62,INR,"dumbbell_set,fitness_&_sports,travel,eco,gift",GreenLeaf presents the Premium Dumbbell Set. Perfect for birthdays and special occasions. Compact and easy to carry.,GreenLeaf,boys,young_adult,20,35,3.11,362,2025-08-15
100125,Artisan Skipping Rope,Fitness & Sports,Skipping Rope,625.54,INR,"skipping_rope,fitness_&_sports,anniversary,valentine,home","Give the Artisan Skipping Rope as a thoughtful gift — high-quality, well-designed and ideal for girls.",CalmScents,girls,young_adult,20,35,4.18,347,2025-10-02
100126,Deluxe Grooming Kit,Beauty & Personal Care,Grooming Kit,50.0,INR,"grooming_kit,beauty_&_personal_care,for-her,for-him,birthday",BrightHome presents the Deluxe Grooming Kit. Perfect for birthdays and special occasions. Compact and easy to carry.,BrightHome,boys,adult,36,60,3.55,170,2025-02-19
100127,Slim Perfume,Beauty & Personal Care,Perfume,517.06,INR,"perfume,beauty_&_personal_care,custom,travel,home",Slim Perfume is crafted with care by ChocoDelight. A delightful present for adult who loves perfume.,ChocoDelight,unisex,adult,36,60,3.83,329,2025-06-27
100128,Deluxe Photo Collage,Personalized Gifts,Photo Collage,1028.75,INR,"photo_collage,personalized_gifts,birthday,for-her,travel",FrameArt presents the Deluxe Photo Collage. Perfect for birthdays and special occasions. Compact and easy to carry.,FrameArt,unisex,child,3,12,4.27,174,2025-08-07
100129,Stylish Notebooks,Stationery,Notebooks,62.45,INR,"notebooks,stationery,home,handmade,for-kids","Give the Stylish Notebooks as a thoughtful gift — high-quality, well-designed and ideal for girls.",ShineCraft,girls,child,3,12,3.36,448,2025-10-05
100130,Stylish Cookbook,Books,Cookbook,50.0,INR,"cookbook,books,eco,festival,gift",Stylish Cookbook is crafted with care by CalmScents. A delightful present for senior who loves cookbook.,CalmScents,boys,senior,61,100,5.0,186,2025-11-24
100131,Artisan Planner,Stationery,Planner,710.18,INR,"planner,stationery,budget,home,custom",Artisan Planner is crafted with care by ChocoDelight. A delightful present for adult who loves planner.,ChocoDelight,unisex,adult,36,60,4.92,462,2025-04-12
100132,Cute Hairbrush,Beauty & Personal Care,Hairbrush,906.47,INR,"hairbrush,beauty_&_personal_care,home,valentine,travel",GreenLeaf presents the Cute Hairbrush. Perfect for birthdays and special occasions. Compact and easy to carry.,GreenLeaf,unisex,adult,36,60,4.01,410,2025-10-05
100133,Vibrant Necklace,Jewelry,Necklace,273.01,INR,"necklace,jewelry,home,portable,custom","Vibrant Necklace by TeaTime. A great gift for unisex in the child age group. Practical, stylish and long-lasting.",TeaTime,unisex,child,3,12,4.22,390,2025-03-09
100134,Stylish Cookie Tin,Food & Beverages,Cookie Tin,1109.96,INR,"cookie_tin,food_&_beverages,festival,birthday,home","Stylish Cookie Tin by FrameArt. A great gift for boys in the teen age group. Practical, stylish and long-lasting.",FrameArt,boys,teen,13,19,3.78,212,2025-01-13
100135,Elegant Water Bottle,Fitness & Sports,Water Bottle,57.19,INR,"water_bottle,fitness_&_sports,budget,gift,eco","Elegant Water Bottle by CustomCraft. A great gift for unisex in the young_adult age group. Practical, stylish and long-lasting.",CustomCraft,unisex,young_adult,20,35,3.17,429,2025-11-11
100136,Premium Name Necklace,Personalized Gifts,Name Necklace,50.0,INR,"name_necklace,personalized_gifts,custom,office,budget","Premium Name Necklace by ChocoDelight. A great gift for unisex in the adult age group. Practical, stylish and long-lasting.",ChocoDelight,unisex,adult,36,60,3.61,463,2025-02-01
100137,Stylish Bracelet,Jewelry,Bracelet,133.21,INR,"bracelet,jewelry,home,valentine,handmade","Give the Stylish Bracelet as a thoughtful gift — high-quality, well-designed and ideal for unisex.",PeakActive,unisex,senior,61,100,4.83,121,2025-05-04
100138,Luxury Portable Charger,Electronics,Portable Charger,119.08,INR,"portable_charger,electronics,office,gift,for-kids",HandyGifts presents the Luxury Portable Charger. Perfect for birthdays and special occasions. Compact and easy to carry.,HandyGifts,girls,child,3,12,4.16,367,2025-03-10
100139,Artisan Puzzle,Toys & Games,Puzzle,877.69,INR,"puzzle,toys_&_games,eco,travel,for-him","Give the Artisan Puzzle as a thoughtful gift — high-quality, well-designed and ideal for boys.",TeaTime,boys,adult,36,60,3.19,34,2025-09-18
100140,Smart Skipping Rope,Fitness & Sports,Skipping Rope,755.57,INR,"skipping_rope,fitness_&_sports,handmade,anniversary,eco","Give the Smart Skipping Rope as a thoughtful gift — high-quality, well-designed and ideal for girls.",UrbanCraft,girls,adult,36,60,4.19,382,2025-01-12
100141,Elegant Photo Frame,Home & Kitchen,Photo Frame,662.22,INR,"photo_frame,home_&_kitchen,custom,handmade,eco","Give the Elegant Photo Frame as a thoughtful gift — high-quality, well-designed and ideal for unisex.",ThermoCo,unisex,young_adult,20,35,4.83,416,2025-11-06
100142,Vibrant Bath Bombs,Beauty & Personal Care,Bath Bombs,380.83,INR,"bath_bombs,beauty_&_personal_care,festival,handmade,custom",CalmScents presents the Vibrant Bath Bombs. Perfect for birthdays and special occasions. Compact and easy to carry.,CalmScents,unisex,child,3,12,3.63,22,2025-04-02
100143,Minimal Sunglasses,Fashion Accessories,Sunglasses,992.73,INR,"sunglasses,fashion_accessories,office,for-him,gift",CustomCraft presents the Minimal Sunglasses. Perfect for birthdays and special occasions. Compact and easy to carry.,CustomCraft,unisex,senior,61,100,3.36,146,2025-06-28
100144,Comfort Camera Accessory,Electronics,Camera Accessory,50.0,INR,"camera_accessory,electronics,valentine,anniversary,birthday",Comfort Camera Accessory is crafted with care by FitTrack. A delightful present for young_adult who loves camera accessory.,FitTrack,boys,young_adult,20,35,3.88,458,2025-07-11
100145,Vibrant Personalized Journal,Personalized Gifts,Personalized Journal,72.07,INR,"personalized_journal,personalized_gifts,for-him,travel,birthday",Vibrant Personalized Journal is crafted with care by TeaTime. A delightful present for senior who loves personalized journal.,TeaTime,unisex,senior,61,100,4.94,40,2025-07-20
100146,Handcrafted Photo Collage,Personalized Gifts,Photo Collage,473.56,INR,"photo_collage,personalized_gifts,for-her,home,budget",Handcrafted Photo Collage is crafted with care by BrightHome. A delightful present for young_adult who loves photo collage.,BrightHome,boys,young_adult,20,35,3.35,85,2025-08-12
100147,Slim Chocolate Box,Food & Beverages,Chocolate Box,398.23,INR,"chocolate_box,food_&_beverages,handmade,travel,for-kids",Slim Chocolate Box is crafted with care by HandyGifts. A delightful present for young_adult who loves chocolate box.,HandyGifts,unisex,young_adult,20,35,3.95,186,2025-09-26
100148,Classic Fairy Lights,Gardening & Decor,Fairy Lights,355.84,INR,"fairy_lights,gardening_&_decor,handmade,custom,home",SoundX presents the Classic Fairy Lights. Perfect for birthdays and special occasions. Compact and easy to carry.,SoundX,unisex,adult,36,60,4.77,398,2025-11-12
100149,Colorful Belt,Fashion Accessories,Belt,50.0,INR,"belt,fashion_accessories,birthday,home,budget","Colorful Belt by HomeSoul. A great gift for unisex in the adult age group. Practical, stylish and long-lasting.",HomeSoul,unisex,adult,36,60,4.66,293,2025-03-17
100150,Comfort Belt,Fashion Accessories,Belt,328.57,INR,"belt,fashion_accessories,gift,eco,budget",Comfort Belt is crafted with care by FitTrack. A delightful present for child who loves belt.,FitTrack,boys,child,3,12,4.03,467,2025-09-04
100151,Cute Earrings,Jewelry,Earrings,1358.94,INR,"earrings,jewelry,office,luxury,handmade",WriteWell presents the Cute Earrings. Perfect for birthdays and special occasions. Compact and easy to carry.,WriteWell,unisex,young_adult,20,35,5.0,436,2025-02-15
100152,Deluxe Personalized Journal,Personalized Gifts,Personalized Journal,752.48,INR,"personalized_journal,personalized_gifts,for-her,home,valentine",BrightHome presents the Deluxe Personalized Journal. Perfect for birthdays and special occasions. Compact and easy to carry.,BrightHome,unisex,child,3,12,3.9,364,2025-11-06
100153,Elegant Tie,Fashion Accessories,Tie,616.94,INR,"tie,fashion_accessories,budget,office,gift","Give the Elegant Tie as a thoughtful gift — high-quality, well-designed and ideal for unisex.",ThermoCo,unisex,teen,13,19,4.03,283,2025-10-12
100154,Stylish Cookie Tin,Food & Beverages,Cookie Tin,1972.08,INR,"cookie_tin,food_&_beverages,for-her,anniversary,birthday",Stylish Cookie Tin is crafted with care by HandyGifts. A delightful present for child who loves cookie tin.,HandyGifts,unisex,child,3,12,3.05,269,2025-07-25
100155,Deluxe Educational Toy,Toys & Games,Educational Toy,721.58,INR,"educational_toy,toys_&_games,festival,home,for-kids","Give the Deluxe Educational Toy as a thoughtful gift — high-quality, well-designed and ideal for unisex.",SoundX,unisex,child,3,12,4.64,65,2025-09-21
100156,Stylish Non-Fiction,Books,Non-Fiction,429.07,INR,"non-fiction,books,portable,custom,office",FrameArt presents the Stylish Non-Fiction. Perfect for birthdays and special occasions. Compact and easy to carry.,FrameArt,unisex,child,3,12,4.34,82,2025-06-23
100157,Minimal Pen Set,Stationery,Pen Set,341.55,INR,"pen_set,stationery,luxury,for-him,travel","Give the Minimal Pen Set as a thoughtful gift — high-quality, well-designed and ideal for unisex.",ChocoDelight,unisex,young_adult,20,35,4.04,314,2025-09-03
100158,Colorful Dumbbell Set,Fitness & Sports,Dumbbell Set,2274.36,INR,"dumbbell_set,fitness_&_sports,for-kids,handmade,valentine","Colorful Dumbbell Set by StoryNest. A great gift for boys in the senior age group. Practical, stylish and long-lasting.",StoryNest,boys,senior,61,100,3.76,41,2025-01-21
100159,Personalized Children's Book,Books,Children's Book,268.91,INR,"children's_book,books,office,for-her,for-kids","Give the Personalized Children's Book as a thoughtful gift — high-quality, well-designed and ideal for girls.",StoryNest,girls,child,3,12,4.1,247,2025-04-26
100160,Handcrafted Bath Bombs,Beauty & Personal Care,Bath Bombs,1304.47,INR,"bath_bombs,beauty_&_personal_care,eco,festival,luxury",Handcrafted Bath Bombs is crafted with care by GreenLeaf. A delightful present for child who loves bath bombs.,GreenLeaf,boys,child,3,12,3.69,237,2025-04-11
100161,Comfort Non-Fiction,Books,Non-Fiction,835.21,INR,"non-fiction,books,anniversary,custom,home","Give the Comfort Non-Fiction as a thoughtful gift — high-quality, well-designed and ideal for unisex.",BrightHome,unisex,young_adult,20,35,3.82,263,2025-09-04
